id,name,surname,sex,age
754,SANTO,TRIPI,1,59
755,BARRY,BLANCH,1,99
756,HELEN,ZAVERL,0,80
757,VELVA,MORTIER,0,67
758,MARILYN,SIEGERT,0,60
759,JOANNIE,GUERCIO,0,47
760,IONA,FRITZMAN,0,94
761,REGENIA,SHEAR,0,88
762,JACK,ROTHERY,1,80
763,ALBERTO,JOSS,1,77
764,LAURAN,LINNELL,0,88
765,ASA,YARBRO,1,57
766,JORDAN,BARILL,1,68
767,AGUSTIN,FILIMAUA,1,94
768,KRISTEL,PRAINO,0,95
769,CLARA,HELSEL,0,63
770,USHA,DIGIROLOMO,0,82
771,JOETTA,FOSLER,0,74
772,CHARLEY,MARCINKO,1,41
773,MILTON,MAUNG,1,54
774,FREDRIC,NEALIS,1,69
775,WALKER,BOHM,1,22
776,BRENDA,CUNNICK,0,47
777,MARCHELLE,PORTZ,0,34
778,LAURETTE,TRAICOFF,0,69
779,NATHANAEL,RAPE,1,32
780,ALESHIA,WHISENTON,0,71
781,SAMUAL,BJERKNES,1,26
782,SAMIRA,DUFFIN,0,81
783,THORA,KAKAR,0,74
784,NEVILLE,CANTRALL,1,71
785,DETRA,CASTIN,0,51
786,MARIANN,VIS,0,69
787,YU,JASS,0,26
788,FRED,LAUREANO,1,53
789,CHADWICK,SHACKELFORD,1,58
790,JASON,NABOURS,1,76
791,JERI,BELVILLE,0,98
792,TERRA,WALDSCHMIDT,0,52
793,HOLLIS,REEVER,1,89
794,MING,CIANFRINI,0,50
795,VASILIKI,QUIET,0,73
796,JUNIE,DOLLAHITE,0,19
797,PORTER,YESKEY,1,67
798,FREDERIC,LEDEBUHR,1,91
799,CHARLIE,BUOL,1,86
800,CORRIN,MIRELEZ,0,21
801,SINA,BELSER,0,51
802,ALISON,MELAMED,0,82
803,ROBERT,DUMOULIN,1,42
804,ZOFIA,EISENBERG,0,41
805,ELISABETH,PASWATERS,0,35
806,CORNELIUS,WILUND,1,24
807,VIRGILIO,CASELLO,1,78
808,DANYELL,GERMY,0,73
809,LOU,PROBST,1,61
810,FRANCOISE,SIMUNOVICH,0,54
811,COLIN,COLLAR,1,90
812,TRUMAN,RVIZ,1,99
813,ARON,HRIBAL,1,69
814,FLORENCIO,SANKOH,1,42
815,ROCIO,HETER,0,98
816,MERLE,BRAZZEL,1,41
817,PAT,VASOS,1,33
818,ELIZABETH,LANDGRAF,0,63
819,GONZALO,RUYES,1,60
820,EDEN,SULZER,0,87
821,SIRENA,CRUMBLISS,0,86
822,SEAN,BAUCE,1,58
823,DANIEL,CARON,1,54
824,LESLIE,HUSTON,1,64
825,GWENN,ALLHANDS,0,52
826,LYDA,MCLEAR,0,21
827,YUETTE,HOGGAN,0,21
828,WALTER,NOVENCIDO,1,54
829,BRENDON,HINKSON,1,35
830,GILBERT,STRAM,1,76
831,ELIZBETH,METIA,0,64
832,JEREMY,TRINIDAD,1,30
833,EVELIN,TICHNELL,0,27
834,LEANDRO,STANPHILL,1,33
835,ROXIE,SIRIGNANO,0,22
836,CLIFF,PROPP,1,40
837,EFRAIN,GRABOWIECKI,1,94
838,JANEAN,CARLE,0,53
839,BURMA,FAILING,0,38
840,PRISCILLA,JARRAR,0,44
841,TOMIKA,JUNGQUIST,0,34
842,WILBERT,LANGHORST,1,55
843,DARRON,MICHEALSON,1,57
844,HAYLEY,BUTTERFIELD,0,42
845,SHAROLYN,FRAIN,0,66
846,OPAL,STOWERS,0,50
847,ERNEST,FRIDAY,1,74
848,MARGOT,MONTROY,0,19
849,BRITANY,HARTZHEIM,0,88
850,WESTON,HAGOS,1,98
851,CHAS,NALEPKA,1,65
852,NICKOLAS,CHRISTOPHERSO,1,35
853,PIERRE,CATT,1,72
854,MARIKO,DELALUZ,0,28
855,LESLEY,PROTICH,0,63
856,RUDY,GRANDOS,1,29
857,MONNIE,KUTY,0,64
858,HILARIO,ALTHEIMER,1,98
859,MAYNARD,MIDCAP,1,20
860,CHER,BALKO,0,99
861,EFRAIN,FREYTAG,1,98
862,VERNON,FUSTER,1,21
863,VAL,BUSALACCHI,0,91
864,SYDNEY,STOFFERAN,1,35
865,FRANK,GALJOUR,0,30
866,MAREN,WALES,0,35
867,DELMER,INGRASSIA,1,74
868,ALISIA,CARDON,0,66
869,LAURENA,TEBEAU,0,32
870,FE,LONGBOTTOM,0,65
871,LEWIS,SPENST,1,68
872,RANDAL,ASSENMACHER,1,96
873,MAUDE,PEARY,0,29
874,JOSH,GRANVOLD,1,19
875,KURTIS,MAULDING,1,85
876,MARTINE,DENDER,0,82
877,THU,HINCH,0,84
878,SALVADOR,KALINGER,1,25
879,YADIRA,VANDERARK,0,67
880,QUENTIN,CARNEY,1,48
881,WILLETTA,GAZAWAY,0,19
882,SCOT,WHITMORE,1,70
883,ADENA,FELMAN,0,28
884,SALVATORE,BARN,1,59
885,ULYSSES,DOMITROVICH,1,80
886,TANIA,MEELER,0,33
887,VIVIAN,WILLI,0,80
888,SHANE,AUXIER,1,48
889,KIZZIE,MCCORRISON,0,39
890,JIMMIE,MULZER,1,18
891,ELICIA,ERIXON,0,94
892,CORNELL,FLYGARE,1,44
893,LINDSAY,LODENSE,1,89
894,KARL,WEINMANN,1,87
895,ASHLEY,KALLENBERG,1,50
896,DEANNA,NACE,0,26
897,TOI,BERGSTROM,0,33
898,REINALDO,DINNENDAHL,1,92
899,MYRON,KARMO,1,20
900,WM,CZUBAKOWSKI,1,68
901,HUMBERTO,DELANCY,1,30
902,ELODIA,TESSMAN,0,62
903,VANCE,KOGUCHI,1,94
904,TOMMY,RACITI,0,45
905,THURMAN,WHTIE,1,21
906,KIMI,NINO,0,58
907,CHRISTEEN,SECKLETSTEWA,0,54
908,ERICA,KAUNISTO,0,97
909,KERMIT,SOSSAMAN,1,91
910,SHERLENE,CANNULI,0,19
911,BERNADINE,BISON,0,86
912,DEON,GULLATTE,1,75
913,KIRBY,GENG,1,93
914,CHRISTOPHER,OCONNELL,1,53
915,VENESSA,PATILLO,0,87
916,LES,POLLOCK,1,62
917,JERE,KULP,1,61
918,DEMARCUS,DROUSE,1,80
919,MARYAM,ZAYA,0,99
920,MOSHE,BETANCUR,1,83
921,EDGARDO,KARP,1,37
922,KING,DOSS,1,18
923,RAYMUNDO,NAUMAN,1,49
924,THADDEUS,OATFIELD,1,58
925,BERTRAM,LIGHTFOOT,1,27
926,LULA,DOWE,0,98
927,NATHAN,EISCHEN,1,46
928,ALETA,WHITTEMORE,0,23
929,CLETUS,MEDORA,1,23
930,KATHERINE,KINTZER,0,43
931,BETTINA,FORKER,0,51
932,MOHAMMED,CATOE,1,89
933,YVONE,PYFROM,0,79
934,FREDDY,MCCATTY,1,92
935,MABLE,VACI,0,36
936,NICOLAS,GLAUDE,1,38
937,PEI,DEGNAN,0,55
938,LAINE,RANNO,0,20
939,RODNEY,KABEL,1,19
940,LYNDON,LODENSE,1,53
941,LINDSEY,POPPO,1,39
942,LOUIS,PAJERSKI,0,59
943,ISAAC,SHAPPELL,1,68
944,PARKER,SCHAPPELL,1,80
945,KITTIE,ENG,0,63
946,ROBIN,YAMKOSUMPA,1,69
947,ROBIN,GERHAUSER,1,70
948,EDWARDO,WIERENGA,1,32
949,AMAL,MCCLIMON,0,31
950,CLIFTON,LANDRUM,1,23
951,NED,WILDENBERG,1,71
952,LACIE,KUHLENSCHMIDT,0,39
953,MARION,MENSEN,0,32
954,ROSELYN,GROHOLSKI,0,86
955,RHETT,ADDICKS,1,19
956,PATRICA,LAFOLLETTE,0,87
957,KENDALL,LOCKSHAW,1,53
958,VAN,WIGGENS,1,39
959,BARBIE,STARTT,0,85
960,LUPE,ZARO,1,42
961,MOSES,DERIENZO,1,21
962,TAWANDA,GULATI,0,84
963,WYNELL,HEDGPETH,0,41
964,GLENNIS,VOEDISCH,0,57
965,CARLENA,ALTERI,0,80
966,HAI,HARSTON,1,56
967,JAMIE,GNEISER,0,66
968,HONG,MINGEE,1,77
969,HEIDI,DONNELLY,0,22
970,IRVIN,KNOLTON,1,53
971,ISIAH,BASSALI,1,20
972,GISELA,BOUTON,0,81
973,STARLA,MCCLEER,0,58
974,NOE,COWELS,1,76
975,OMER,MACKSEY,1,70
976,WILBER,SHEWMAKER,1,52
977,CLARK,LININGTON,1,22
978,IVAN,HURLBURT,1,50
979,ESMERALDA,SAVALA,0,54
980,DARREN,ABRAMOWITZ,1,93
981,STEVE,LOCASTRO,1,96
982,LONNIE,MCGIRR,0,37
983,JULE,SZABLEWSKI,0,92
984,HORACE,SCHARFF,1,42
985,CARINA,SAVARD,0,27
986,HOSEA,WARNEKE,1,43
987,JENIFFER,BEHRMAN,0,30
988,BOYD,BAUMBUSCH,1,23
989,DALE,MCCLEVE,1,49
990,MONIKA,LAGONIA,0,85
991,GALE,PARDUN,0,98
992,TAMEKIA,RETTERBUSH,0,84
993,CHAUNCEY,BIAGAS,1,39
994,MAYME,ASENCIO,0,84
995,ZAIDA,ROSENER,0,25
996,LILY,MCKUSKER,0,81
997,HAL,MOLINAS,1,54
998,REFUGIO,LAGGAN,1,33
999,TIFFANY,KOSTY,0,68
1000,SOPHIA,GENCO,0,53
1001,CHRISTIE,CROUSER,0,31
1002,TRINIDAD,SALMEN,1,49
1003,GARRET,SCHLOSS,1,74
1004,ANIKA,KLUSS,0,89
1005,DONETTE,LIEBE,0,89
1006,JACK,OSZUST,1,30
1007,WILSON,DICIANO,1,55
1008,BROOKS,HIGHT,1,71
1009,ARNETTE,HARRITT,0,38
1010,MATTHEW,KINGRY,1,66
1011,NAM,KRZYWICKI,0,37
1012,TASIA,BROECKEL,0,73
1013,LLOYD,TLUMACKI,1,18
1014,VESTA,MCCLEAREN,0,46
1015,KENTON,SARGEANT,1,32
1016,QUINTIN,SLOCUM,1,71
1017,SOL,SAOUS,1,28
1018,JOLEEN,DONLEY,0,69
1019,ANDRES,REDE,1,94
1020,AUDRY,GEMBERLING,0,63
1021,SHALA,HLAVAC,0,33
1022,TOSHIA,SANDRA,0,80
1023,QUINCY,DIFALCO,1,74
1024,ENRIQUETA,DILLABOUGH,0,68
1025,LON,JERSEY,1,55
1026,KRIS,HOECKER,1,68
1027,ARMANDA,DETERLINE,0,46
1028,KRIS,VANDERWERF,1,36
1029,GUADALUPE,GILSON,1,35
1030,NORBERT,MALEN,1,48
1031,FRANCESCO,BERES,1,20
1032,NUMBERS,HUSKI,1,49
1033,LARONDA,LEETE,0,66
1034,LIZZIE,JUDA,0,97
1035,LANNIE,LENHOFF,0,30
1036,CHARA,SPAULDING,0,41
1037,EUN,HETZEL,0,37
1038,ALEX,BRODERSEN,0,56
1039,BRIANNA,HEICHEL,0,34
1040,LEILANI,DARUSZKA,0,84
1041,RUTHANNE,NEWTON,0,63
1042,ROLANDE,SCHAUF,0,79
1043,CAMILLA,TIWALD,0,36
1044,ERIK,BEDEE,1,81
1045,REGENIA,DECHELLIS,0,23
1046,JEFFERSON,BOYE,1,79
1047,LEONEL,BEKIUS,1,96
1048,ABE,KOUNTER,1,25
1049,VICTOR,LAGERQUIST,1,38
1050,KAREEN,STABLEIN,0,90
1051,MATT,CODELUPPI,1,68
1052,REID,HUSS,1,99
1053,AHMAD,CLOSE,1,65
1054,AVERY,MCDORMAN,1,98
1055,ANTONE,KASZINSKI,1,45
1056,IMA,PIAO,0,22
1057,MATHEW,BOLDING,1,98
1058,KARMEN,BEGAN,0,62
1059,HAL,WEYAND,1,25
1060,SANTIAGO,OSTERHOUSE,1,68
1061,DANIAL,TEICH,1,72
1062,BEN,CASCIA,1,19
1063,LAURI,CASSEUS,0,67
1064,RODGER,SCHIMPF,1,91
1065,MAISIE,COLEE,0,69
1066,RUDOLPH,SCHLABAUGH,1,39
1067,CHASE,COYNER,1,92
1068,OPAL,BARAGER,0,20
1069,LARRY,ROHAL,0,20
1070,JORGE,NISHIHARA,1,47
1071,MARC,HEUETT,1,65
1072,DREW,COURTON,0,27
1073,GUSTAVO,RAHMANI,1,20
1074,MILAN,UNCH,1,46
1075,BONNY,UPSHAW,0,46
1076,ORVAL,HONSE,1,41
1077,TORY,AIELLO,0,73
1078,TEDDY,SLATKIN,1,64
1079,SHON,KIRBO,1,84
1080,HARRIS,REUHL,1,59
1081,KAYLEE,SHAMONSKY,0,67
1082,CORAL,UUTELA,0,92
1083,DARIUS,HIGSON,1,27
1084,CLAIR,STRIBLEY,1,34
1085,ELDEN,LAKE,1,21
1086,BONITA,MORFIN,0,43
1087,THERON,POLOVOY,1,97
1088,ELNORA,TOBIASSEN,0,51
1089,MINERVA,ZEIDERS,0,98
1090,JIMMY,RASE,0,49
1091,WALLACE,DAGEL,1,50
1092,COLBY,HESLEP,0,52
1093,STEFANI,TEEPE,0,91
1094,ALMEDA,STEINMAN,0,66
1095,JESSICA,CONNYER,0,38
1096,ARMANDINA,BRIMMAGE,0,78
1097,GERRY,MIHALIOS,1,45
1098,LIZABETH,PAGET,0,48
1099,MANUAL,CEPAS,1,56
1100,SANTO,MCLAIN,1,59
1101,PERLA,BARKE,0,70
1102,SYDNEY,MALTIE,0,87
1103,RANA,BINNS,0,19
1104,JACKLYN,STAMAND,0,53
1105,ESTELLE,DESANTOS,0,83
1106,RUFINA,TAGHON,0,47
1107,DANNY,BROERMANN,1,23
1108,IRWIN,OHNSTAD,1,60
1109,GARRET,DEFILIPPO,1,65
1110,MICHAELE,STRAZZULLO,0,64
1111,ANTON,MAROHL,1,72
1112,AURORE,TREDO,0,33
1113,LIANA,MORSE,0,88
1114,LUCAS,VALLOW,1,50
1115,BOYD,BIRKS,1,82
1116,SHONDRA,POORT,0,37
1117,CHANTAY,GSELL,0,38
1118,HOWARD,HELSON,1,84
1119,NOLAN,HEYEN,1,63
1120,PASQUALE,DRILLING,1,85
1121,COLE,CHA,1,91
1122,ELIDIA,INOUE,0,98
1123,WILHELMINA,DEVIER,0,43
1124,DOROTHEA,BOYNES,0,55
1125,MAURICE,SIMKIN,1,95
1126,JENINE,HARPIN,0,90
1127,GREG,GRABARCZYK,1,60
1128,RENITA,ISABEL,0,67
1129,KRAIG,MCKERLIE,1,28
1130,JANAY,ERBEN,0,70
1131,CLAUDE,PARDE,1,45
1132,STEPHAN,LAUBER,1,81
1133,ROSENDO,LONGWITH,1,96
1134,REGGIE,TRITZ,1,78
1135,MILFORD,CONDIT,1,33
1136,SADIE,TROJILLO,0,34
1137,ANDREE,ROMANOWSKI,0,63
1138,LAQUITA,MILLHOUSE,0,98
1139,LATICIA,EMONS,0,44
1140,GENA,OLTEN,0,83
1141,LENORE,CIPOLONE,0,43
1142,ODA,GUMMER,0,26
1143,BARABARA,ODIORNE,0,43
1144,KLARA,VONALLMEN,0,49
1145,ONA,MARRONE,0,87
1146,ROSEANNA,CALLERY,0,31
1147,LOGAN,ELVIRA,0,62
1148,DAMON,MANA,1,79
1149,DAVIDA,RAMJAN,0,80
1150,HOBERT,WINWARD,1,57
1151,DANNIE,DAVIGNON,1,70
1152,LUCINA,KUSTERER,0,52
1153,BARRY,CLUKIES,1,35
1154,ALEXANDER,ABETRANI,1,29
1155,LENNA,LUCCHESE,0,98
1156,VAL,BERNT,1,86
1157,KRISTINA,TENERY,0,63
1158,FIDELA,RIOGAS,0,35
1159,BENEDICT,SCHWAB,1,31
1160,RAMONITA,DICKERSON,0,82
1161,JERRY,BALBONI,1,61
1162,RUPERT,RUESSWICK,1,21
1163,GUILLERMINA,FLETT,0,28
1164,PHYLISS,PALMO,0,96
1165,ENOCH,REYNOZA,1,34
1166,MOSHE,BOOKARD,1,49
1167,QUINTIN,MACCINI,1,75
1168,BRET,SCHENZ,1,83
1169,GERI,GOLDKAMP,0,60
1170,DARCEY,MOIR,0,73
1171,SHIRLEY,NEDMAN,1,81
1172,BEN,PORCO,1,62
1173,SANDY,DOBY,0,26
1174,ISAAC,CAPPELLINI,1,62
1175,MARINA,TORRISI,0,32
1176,SHERYL,MORITZ,0,32
1177,COURTNEY,AKSOY,1,61
1178,FREDRIC,MAINER,1,82
1179,SARITA,PECO,0,25
1180,SHAN,WIST,0,63
1181,HARRISON,PROFANCIK,1,97
1182,SILAS,FENDERSON,1,22
1183,ISELA,KETTENRING,0,27
1184,TONISHA,ZERKO,0,72
1185,ELIJAH,SMIDDY,1,48
1186,ILDA,SWEETON,0,80
1187,BLANCHE,BROCKNEY,0,96
1188,FLORENCIO,STANO,1,25
1189,SHALON,STREICHER,0,37
1190,ELMER,AMBAGIS,1,84
1191,MOHAMED,SWARTZELL,1,22
1192,MIQUEL,PLATO,1,27
1193,INOCENCIA,KRYSTEK,0,36
1194,LISHA,HARFORD,0,93
1195,AUGUSTA,REITER,0,23
1196,ALEISHA,AULTMAN,0,19
1197,DEMETRIUS,BREY,1,97
1198,CAYLA,MELLINGER,0,73
1199,HYMAN,CHISEM,1,21
1200,VINCENZA,DEMYAN,0,93
1201,ROSS,SOULA,1,56
1202,MINNA,CAUDELL,0,50
1203,INGE,BUQUO,0,41
1204,JACQUILINE,OVEROCKER,0,57
1205,RAYMONDE,APPLEBURY,0,19
1206,CHUCK,ROOKWOOD,1,74
1207,RACHEL,ESPER,0,51
1208,BARRY,STOFFLET,1,55
1209,AMBROSE,WINSOR,1,29
1210,ERINN,GOJMERAC,0,48
1211,NILSA,BOGAN,0,63
1212,JACKSON,LAYCOCK,1,56
1213,MYRTLE,PORTER,0,41
1214,DARIUS,BIRRITTELLA,1,25
1215,ROCHELL,KINSER,0,50
1216,WINSTON,MURPHEY,1,96
1217,KENTON,SCHNEIDERS,1,23
1218,LAUREEN,ANDREADIS,0,40
1219,PHILOMENA,SCIASCIA,0,90
1220,KATHARINE,GRAICHEN,0,65
1221,JANETT,DINGELL,0,56
1222,JONATHAN,GASTELLO,1,62
1223,JAMAR,KOZOLA,1,49
1224,GAVIN,HINZ,1,31
1225,AKIKO,JARQUIN,0,44
1226,JONG,BACHERT,0,97
1227,REYES,CAUSEY,1,66
1228,GORDON,BRIMM,1,74
1229,LIBBIE,HAUSLEIN,0,68
1230,EDDY,FEENAN,1,36
1231,HORTENCIA,JENNINGS,0,85
1232,LORENZO,OBESO,1,54
1233,IONA,SWOYER,0,29
1234,FRANKLYN,DEWULF,1,31
1235,MARVIS,KEDLEY,0,77
1236,BILLY,ALGEO,1,40
1237,MERLE,IMADA,1,46
1238,NANCI,GARDNER,0,73
1239,DEEDRA,CONROW,0,22
1240,TORY,HOLLNER,1,43
1241,HOLLIS,BERANEK,1,64
1242,VIRGILIO,MAGE,1,76
1243,TONY,PANEBIANCO,1,35
1244,TYLER,WHITLING,1,55
1245,GISELE,MCNINCH,0,68
1246,NATHAN,STRACK,1,50
1247,VINCE,RENE,1,70
1248,DONNELL,CECH,1,66
1249,GLADYS,COURTEAU,0,76
1250,KRISTIE,BOCKLUND,0,36
1251,MILFORD,LUCIA,1,44
1252,ABDUL,STUSSE,1,29
1253,CHERRYL,PICCIONE,0,37
1254,ERICH,VANDAGRIFF,1,83
1255,JESS,MODERO,1,98
1256,TAMI,RAFALA,0,71
1257,GENE,WIDDER,0,95
1258,ALTA,TRABUE,0,47
1259,LAURINE,GRAVIS,0,47
1260,CARMELLA,MASHACK,0,75
1261,JESUS,SHEFFEY,1,79
1262,SUZETTE,CASEMAN,0,93
1263,BRODERICK,PALACIOUS,1,35
1264,GIUSEPPINA,YARNALL,0,44
1265,TRISTA,NUNGESSER,0,80
1266,AUGUST,KLUKAN,1,83
1267,TEDDY,EMBERGER,1,91
1268,LYLE,RUDNITSKI,1,32
1269,LES,MONTONDO,1,35
1270,ROBERT,OK,1,96
1271,BRENDAN,RIGO,1,71
1272,JANITA,VONDERKELL,0,60
1273,JERROD,GOLDWYN,1,26
1274,ARLEEN,KIRK,0,63
1275,SALLEY,KOSSACK,0,69
1276,ETHAN,AHARONOF,1,92
1277,JOSHUA,KAESTNER,1,18
1278,TOSHA,KROC,0,68
1279,PHYLIS,ISGRO,0,54
1280,CHANCE,VANBLARCOM,1,83
1281,SON,PINELL,1,27
1282,SHELDON,STRISSEL,1,33
1283,GRAHAM,CIENEGA,1,89
1284,GRANT,DENZIN,1,19
1285,THEDA,ENOS,0,81
1286,ANDERSON,STUCKER,1,74
1287,MARIO,TELLY,0,21
1288,ELISABETH,TIDRINGTON,0,31
1289,VERLENE,SCHAFERSMAN,0,98
1290,WERNER,QUERIO,1,42
1291,MICHALE,GRIFFEL,1,49
1292,EDWARDO,WEINBERG,1,41
1293,DYLAN,MANYGOATS,1,26
1294,PALMER,CASTELL,1,67
1295,REMA,CAMPOLONGO,0,73
1296,MILA,AUGHTMAN,0,93
1297,RONI,PUIG,0,99
1298,CRISTA,LIPPS,0,94
1299,SHELLI,GRYDER,0,83
1300,DEBBRA,KARBAN,0,34
1301,RICHARD,HAMMERSTEIN,0,56
1302,NOBLE,STRUCKHOFF,1,70
1303,BLAKE,BURRESON,1,19
1304,VAN,NICOLET,1,55
1305,BRITT,CALES,1,38
1306,ROMAN,PRESTAGE,1,31
1307,LYNNE,SARIN,0,88
1308,ALBERTHA,RHONDES,0,41
1309,XAVIER,SIEMINSKI,1,70
1310,MANA,EWERT,0,21
1311,BERRY,ISAGBA,1,70
1312,SHELBY,KEENAN,1,32
1313,BERT,THAIN,1,61
1314,HERBERT,HIGGIN,1,95
1315,SAU,TWICHELL,0,63
1316,JONNIE,NOLT,0,18
1317,LORETA,NEILSON,0,68
1318,HAI,BURSIK,1,52
1319,GINNY,GRANDMAISON,0,97
1320,KRIS,SALVESEN,0,24
1321,JENAE,MISTROT,0,28
1322,KARI,MEILE,0,70
1323,LYLE,KATS,1,56
1324,KEN,PLAKKE,1,86
1325,SEAN,JENISON,1,68
1326,ELENE,CHAFETZ,0,24
1327,MCKINLEY,MEETER,1,92
1328,JAMMIE,THURINGER,0,57
1329,TEREASA,UTZIG,0,97
1330,STEVEN,KENNIE,1,41
1331,LEANDRO,SOMILLEDA,1,27
1332,DIONE,IVERSEN,0,41
1333,ISREAL,FISCH,1,87
1334,DYLAN,VUOSO,1,98
1335,BRADFORD,DEETS,1,34
1336,SHAVON,YONKER,0,22
1337,SALVATORE,RANKS,1,98
1338,SHENNA,MILDENHALL,0,38
1339,ED,NOY,1,28
1340,REBEKAH,LARA,0,95
1341,TERRELL,PULLIS,1,18
1342,SHANNA,CAFFERKY,0,83
1343,LAKEISHA,PALEY,0,45
1344,ETHAN,CILENTO,1,42
1345,CONRAD,PHELTS,1,84
1346,DENIS,JOYNES,1,82
1347,IOLA,CASHDOLLAR,0,53
1348,COLEMAN,SEVERTSON,1,88
1349,DANITA,IRONHORSE,0,80
1350,KARYL,SOZZI,0,22
1351,REMEDIOS,MCQUARY,0,62
1352,TYRA,CALDERO,0,79
1353,ALFREDO,CROWNOVER,1,35
1354,JAMAR,NYE,1,91
1355,JOSEPHINA,DUPATY,0,92
1356,ALEX,RYMER,1,95
1357,CARL,TOURTELOTTE,1,74
1358,RICKIE,CODELUPPI,1,47
1359,NENITA,DALLEN,0,21
1360,DOYLE,ARDD,1,87
1361,JEREMIAH,MARTINO,1,71
1362,RUTHANNE,WIETZEL,0,34
1363,ELVIN,EDDLEMON,1,99
1364,OSVALDO,JOLY,1,93
1365,AHMED,RIPSON,1,43
1366,TOMOKO,CRONER,0,40
1367,WALTON,SWEFFORD,1,83
1368,YULANDA,KROG,0,34
1369,DION,HENRICKSEN,1,25
1370,PHUONG,SINEATH,0,94
1371,ALEISHA,TENEYCK,0,61
1372,NENITA,LEET,0,36
1373,PAULA,GOODEMOTE,0,47
1374,HYMAN,TIRINO,1,30
1375,FLETCHER,KINABREW,1,45
1376,SANJUANITA,KREBSBACH,0,64
1377,YESENIA,KOFMAN,0,96
1378,DARELL,PORTALATIN,1,39
1379,DALENE,HORROCKS,0,56
1380,MARYALICE,WERLEY,0,97
1381,CAROL,LORQUET,1,43
1382,ADRIENNE,DEROSIA,0,45
1383,SOPHIE,DANNI,0,46
1384,PARIS,STATLER,0,96
1385,CINDIE,GOERTZ,0,75
1386,JOSELYN,SELDERS,0,51
1387,LYNWOOD,SCHNICK,1,48
1388,BERNITA,RUNKLE,0,63
1389,LEROY,LABRECK,1,87
1390,OLIVA,ROME,0,29
1391,KEELEY,GULLOTTA,0,32
1392,DENNIS,GIERUT,1,62
1393,NEDA,OCONOR,0,57
1394,MERCEDEZ,PECHAR,0,47
1395,KORY,BECERA,1,99
1396,RUBIN,MAERTZ,1,86
1397,GERMAINE,JOHNSON,0,78
1398,STASIA,GOSHAY,0,82
1399,PAOLA,LINDO,0,60
1400,YOLONDA,MACCOLL,0,37
1401,SIDNEY,MENGARELLI,1,91
1402,NORMAND,BURNWORTH,1,28
1403,FREDRIC,LUDOVICO,1,30
1404,SON,ASKIEW,1,84
1405,JEFFERY,LUKIN,1,51
1406,BETHEL,ILARIA,0,31
1407,TAMMI,SKEMP,0,72
1408,AGUSTINA,TUEL,0,48
1409,JAMEY,ENGLEMAN,1,81
1410,LYLE,RUDIGER,1,98
1411,YVETTE,WETHERILL,0,69
1412,IRA,FEIBUSCH,1,34
1413,BRANT,STIER,1,28
1414,ELADIA,FREELAND,0,93
1415,JAYMIE,DUGRE,0,46
1416,EDDY,WANOUS,1,66
1417,JOSHUA,SATCHEL,1,56
1418,EDMUND,PALLAN,1,86
1419,BLAKE,KIRT,1,31
1420,LUCIEN,LYNNE,1,56
1421,KIMBERLEY,BURGESS,0,56
1422,COLIN,TOWLEY,1,61
1423,LEATHA,YAZZI,0,99
1424,LEIF,BLACKSTAD,1,93
1425,TAMMARA,DEBOIS,0,32
1426,COLBY,NEGRISOR,1,87
1427,RUDOLPH,DEFRANK,1,47
1428,HANS,BUIE,1,28
1429,RANDI,CRESPI,0,78
1430,EZEQUIEL,MESSAMORE,1,31
1431,ELLSWORTH,SZOKA,1,89
1432,MORGAN,CELSO,1,86
1433,JEROMY,EDMOND,1,30
1434,GRICELDA,CHERNICK,0,30
1435,RYAN,CARA,1,44
1436,CRUZ,PASTO,1,45
1437,MALINDA,SHAREEF,0,38
1438,JAMISON,HUMBURG,1,58
1439,REUBEN,GIRONE,1,53
1440,CEDRIC,GRANBOIS,1,56
1441,DENIS,GOBBO,1,94
1442,JAN,LEGACE,1,84
1443,VELLA,TRONCOSO,0,42
1444,LINN,PLUEMER,0,31
1445,PEDRO,RONDINELLI,1,88
1446,AMBROSE,CULLY,1,81
1447,RUSSELL,FICKLING,0,90
1448,LADY,CICIORA,0,66
1449,DAVE,CARIELLO,1,93
1450,HARLAN,MARANTE,1,83
1451,LUCIEN,BAXTOR,1,64
1452,RASHAD,TUFFEY,1,25
1453,CHARLIE,AMERINE,1,94
1454,MELINA,HERLING,0,20
1455,JAMAR,HIGANEDA,1,83
1456,ERIN,ROHANNA,1,81
1457,MILLARD,SOILEAU,1,88
1458,CLAIR,VANSCOTER,1,51
1459,AILENE,NERY,0,57
1460,DANIKA,SZOT,0,57
1461,LYNWOOD,MCCOLLISTER,1,86
1462,HERMINA,AYOUB,0,92
1463,ALFONZO,BRUDNICKI,1,39
1464,NIGEL,POWLES,1,99
1465,CONCEPCION,RUFI,0,32
1466,KASANDRA,PINKARD,0,56
1467,STEFAN,DERFUS,1,36
1468,YEE,KACZOROWSKI,0,32
1469,SHANTEL,DUNNAHOO,0,67
1470,CARLEE,DUFFIELD,0,63
1471,ARMIDA,CAZENAVE,0,93
1472,PAULETTE,NOTHUM,0,65
1473,SHARI,JERNEJCIC,0,26
1474,CHET,VANDERHOEF,1,38
1475,MARCIA,REUER,0,86
1476,CLORINDA,PULLON,0,60
1477,CLEMENTINE,HUFFSTUTTER,0,37
1478,JENNINE,DESFORGES,0,91
1479,JANETT,BIGOS,0,78
1480,GEOFFREY,PANOZZO,1,27
1481,SUSY,DUTT,0,32
1482,DOUG,BURSON,1,93
1483,INOCENCIA,TRAYER,0,67
