id,name,surname,sex,age
754,SANTO,TRIPI,1,29
755,BARRY,BLANCH,1,63
756,HELEN,ZAVERL,0,94
757,VELVA,MORTIER,0,28
758,MARILYN,SIEGERT,0,76
759,JOANNIE,GUERCIO,0,88
760,IONA,FRITZMAN,0,87
761,REGENIA,SHEAR,0,48
762,JACK,ROTHERY,1,71
763,ALBERTO,JOSS,1,24
764,LAURAN,LINNELL,0,70
765,ASA,YARBRO,1,67
766,JORDAN,BARILL,1,97
767,AGUSTIN,FILIMAUA,1,42
768,KRISTEL,PRAINO,0,92
769,CLARA,HELSEL,0,97
770,USHA,DIGIROLOMO,0,28
771,JOETTA,FOSLER,0,85
772,CHARLEY,MARCINKO,1,74
773,MILTON,MAUNG,1,64
774,FREDRIC,NEALIS,1,34
775,WALKER,BOHM,1,64
776,BRENDA,CUNNICK,0,99
777,MARCHELLE,PORTZ,0,65
778,LAURETTE,TRAICOFF,0,91
779,NATHANAEL,RAPE,1,55
780,ALESHIA,WHISENTON,0,87
781,SAMUAL,BJERKNES,1,56
782,SAMIRA,DUFFIN,0,90
783,THORA,KAKAR,0,28
784,NEVILLE,CANTRALL,1,72
785,DETRA,CASTIN,0,44
786,MARIANN,VIS,0,23
787,YU,JASS,0,37
788,FRED,LAUREANO,1,96
789,CHADWICK,SHACKELFORD,1,84
790,JASON,NABOURS,1,49
791,JERI,BELVILLE,0,66
792,TERRA,WALDSCHMIDT,0,74
793,HOLLIS,REEVER,1,32
794,MING,CIANFRINI,0,23
795,VASILIKI,QUIET,0,66
796,JUNIE,DOLLAHITE,0,27
797,PORTER,YESKEY,1,46
798,FREDERIC,LEDEBUHR,1,51
799,CHARLIE,BUOL,1,42
800,CORRIN,MIRELEZ,0,81
801,SINA,BELSER,0,55
802,ALISON,MELAMED,0,46
803,ROBERT,DUMOULIN,1,32
804,ZOFIA,EISENBERG,0,47
805,ELISABETH,PASWATERS,0,70
806,CORNELIUS,WILUND,1,46
807,VIRGILIO,CASELLO,1,62
808,DANYELL,GERMY,0,85
809,LOU,PROBST,1,96
810,FRANCOISE,SIMUNOVICH,0,56
811,COLIN,COLLAR,1,87
812,TRUMAN,RVIZ,1,35
813,ARON,HRIBAL,1,79
814,FLORENCIO,SANKOH,1,79
815,ROCIO,HETER,0,81
816,MERLE,BRAZZEL,1,74
817,PAT,VASOS,1,74
818,ELIZABETH,LANDGRAF,0,52
819,GONZALO,RUYES,1,92
820,EDEN,SULZER,0,95
821,SIRENA,CRUMBLISS,0,38
822,SEAN,BAUCE,1,90
823,DANIEL,CARON,1,67
824,LESLIE,HUSTON,1,71
825,GWENN,ALLHANDS,0,73
826,LYDA,MCLEAR,0,72
827,YUETTE,HOGGAN,0,54
828,WALTER,NOVENCIDO,1,30
829,BRENDON,HINKSON,1,78
830,GILBERT,STRAM,1,32
831,ELIZBETH,METIA,0,45
832,JEREMY,TRINIDAD,1,36
833,EVELIN,TICHNELL,0,19
834,LEANDRO,STANPHILL,1,63
835,ROXIE,SIRIGNANO,0,89
836,CLIFF,PROPP,1,44
837,EFRAIN,GRABOWIECKI,1,78
838,JANEAN,CARLE,0,26
839,BURMA,FAILING,0,42
840,PRISCILLA,JARRAR,0,39
841,TOMIKA,JUNGQUIST,0,24
842,WILBERT,LANGHORST,1,98
843,DARRON,MICHEALSON,1,96
844,HAYLEY,BUTTERFIELD,0,46
845,SHAROLYN,FRAIN,0,52
846,OPAL,STOWERS,0,63
847,ERNEST,FRIDAY,1,47
848,MARGOT,MONTROY,0,26
849,BRITANY,HARTZHEIM,0,83
850,WESTON,HAGOS,1,44
851,CHAS,NALEPKA,1,79
852,NICKOLAS,CHRISTOPHERSO,1,24
853,PIERRE,CATT,1,76
854,MARIKO,DELALUZ,0,20
855,LESLEY,PROTICH,0,44
856,RUDY,GRANDOS,1,56
857,MONNIE,KUTY,0,33
858,HILARIO,ALTHEIMER,1,33
859,MAYNARD,MIDCAP,1,43
860,CHER,BALKO,0,62
861,EFRAIN,FREYTAG,1,77
862,VERNON,FUSTER,1,21
863,VAL,BUSALACCHI,0,96
864,SYDNEY,STOFFERAN,1,45
865,FRANK,GALJOUR,0,80
866,MAREN,WALES,0,57
867,DELMER,INGRASSIA,1,36
868,ALISIA,CARDON,0,38
869,LAURENA,TEBEAU,0,50
870,FE,LONGBOTTOM,0,66
871,LEWIS,SPENST,1,27
872,RANDAL,ASSENMACHER,1,82
873,MAUDE,PEARY,0,41
874,JOSH,GRANVOLD,1,78
875,KURTIS,MAULDING,1,41
876,MARTINE,DENDER,0,87
877,THU,HINCH,0,98
878,SALVADOR,KALINGER,1,68
879,YADIRA,VANDERARK,0,98
880,QUENTIN,CARNEY,1,90
881,WILLETTA,GAZAWAY,0,24
882,SCOT,WHITMORE,1,80
883,ADENA,FELMAN,0,69
884,SALVATORE,BARN,1,22
885,ULYSSES,DOMITROVICH,1,79
886,TANIA,MEELER,0,77
887,VIVIAN,WILLI,0,56
888,SHANE,AUXIER,1,88
889,KIZZIE,MCCORRISON,0,21
890,JIMMIE,MULZER,1,27
891,ELICIA,ERIXON,0,56
892,CORNELL,FLYGARE,1,54
893,LINDSAY,LODENSE,1,86
894,KARL,WEINMANN,1,78
895,ASHLEY,KALLENBERG,1,49
896,DEANNA,NACE,0,28
897,TOI,BERGSTROM,0,77
898,REINALDO,DINNENDAHL,1,89
899,MYRON,KARMO,1,27
900,WM,CZUBAKOWSKI,1,75
901,HUMBERTO,DELANCY,1,44
902,ELODIA,TESSMAN,0,81
903,VANCE,KOGUCHI,1,81
904,TOMMY,RACITI,0,24
905,THURMAN,WHTIE,1,51
906,KIMI,NINO,0,78
907,CHRISTEEN,SECKLETSTEWA,0,87
908,ERICA,KAUNISTO,0,52
909,KERMIT,SOSSAMAN,1,98
910,SHERLENE,CANNULI,0,83
911,BERNADINE,BISON,0,63
912,DEON,GULLATTE,1,65
913,KIRBY,GENG,1,93
914,CHRISTOPHER,OCONNELL,1,56
915,VENESSA,PATILLO,0,92
916,LES,POLLOCK,1,54
917,JERE,KULP,1,21
918,DEMARCUS,DROUSE,1,22
919,MARYAM,ZAYA,0,56
920,MOSHE,BETANCUR,1,66
921,EDGARDO,KARP,1,69
922,KING,DOSS,1,24
923,RAYMUNDO,NAUMAN,1,75
924,THADDEUS,OATFIELD,1,46
925,BERTRAM,LIGHTFOOT,1,33
926,LULA,DOWE,0,77
927,NATHAN,EISCHEN,1,91
928,ALETA,WHITTEMORE,0,50
929,CLETUS,MEDORA,1,92
930,KATHERINE,KINTZER,0,53
931,BETTINA,FORKER,0,95
932,MOHAMMED,CATOE,1,72
933,YVONE,PYFROM,0,62
934,FREDDY,MCCATTY,1,77
935,MABLE,VACI,0,18
936,NICOLAS,GLAUDE,1,48
937,PEI,DEGNAN,0,96
938,LAINE,RANNO,0,33
939,RODNEY,KABEL,1,37
940,LYNDON,LODENSE,1,91
941,LINDSEY,POPPO,1,32
942,LOUIS,PAJERSKI,0,50
943,ISAAC,SHAPPELL,1,51
944,PARKER,SCHAPPELL,1,33
945,KITTIE,ENG,0,80
946,ROBIN,YAMKOSUMPA,1,98
947,ROBIN,GERHAUSER,1,65
948,EDWARDO,WIERENGA,1,43
949,AMAL,MCCLIMON,0,75
950,CLIFTON,LANDRUM,1,76
951,NED,WILDENBERG,1,23
952,LACIE,KUHLENSCHMIDT,0,93
953,MARION,MENSEN,0,69
954,ROSELYN,GROHOLSKI,0,62
955,RHETT,ADDICKS,1,56
956,PATRICA,LAFOLLETTE,0,37
957,KENDALL,LOCKSHAW,1,82
958,VAN,WIGGENS,1,30
959,BARBIE,STARTT,0,62
960,LUPE,ZARO,1,66
961,MOSES,DERIENZO,1,65
962,TAWANDA,GULATI,0,28
963,WYNELL,HEDGPETH,0,85
964,GLENNIS,VOEDISCH,0,40
965,CARLENA,ALTERI,0,70
966,HAI,HARSTON,1,29
967,JAMIE,GNEISER,0,42
968,HONG,MINGEE,1,90
969,HEIDI,DONNELLY,0,54
970,IRVIN,KNOLTON,1,41
971,ISIAH,BASSALI,1,88
972,GISELA,BOUTON,0,62
973,STARLA,MCCLEER,0,97
974,NOE,COWELS,1,32
975,OMER,MACKSEY,1,20
976,WILBER,SHEWMAKER,1,34
977,CLARK,LININGTON,1,67
978,IVAN,HURLBURT,1,20
979,ESMERALDA,SAVALA,0,61
980,DARREN,ABRAMOWITZ,1,27
981,STEVE,LOCASTRO,1,80
982,LONNIE,MCGIRR,0,70
983,JULE,SZABLEWSKI,0,35
984,HORACE,SCHARFF,1,41
985,CARINA,SAVARD,0,64
986,HOSEA,WARNEKE,1,78
987,JENIFFER,BEHRMAN,0,39
988,BOYD,BAUMBUSCH,1,24
989,DALE,MCCLEVE,1,24
990,MONIKA,LAGONIA,0,18
991,GALE,PARDUN,0,20
992,TAMEKIA,RETTERBUSH,0,27
993,CHAUNCEY,BIAGAS,1,89
994,MAYME,ASENCIO,0,68
995,ZAIDA,ROSENER,0,26
996,LILY,MCKUSKER,0,85
997,HAL,MOLINAS,1,56
998,REFUGIO,LAGGAN,1,31
999,TIFFANY,KOSTY,0,83
1000,SOPHIA,GENCO,0,75
1001,CHRISTIE,CROUSER,0,22
1002,TRINIDAD,SALMEN,1,45
1003,GARRET,SCHLOSS,1,58
1004,ANIKA,KLUSS,0,71
1005,DONETTE,LIEBE,0,19
1006,JACK,OSZUST,1,79
1007,WILSON,DICIANO,1,32
1008,BROOKS,HIGHT,1,99
1009,ARNETTE,HARRITT,0,73
1010,MATTHEW,KINGRY,1,30
1011,NAM,KRZYWICKI,0,35
1012,TASIA,BROECKEL,0,86
1013,LLOYD,TLUMACKI,1,87
1014,VESTA,MCCLEAREN,0,89
1015,KENTON,SARGEANT,1,27
1016,QUINTIN,SLOCUM,1,29
1017,SOL,SAOUS,1,60
1018,JOLEEN,DONLEY,0,85
1019,ANDRES,REDE,1,43
1020,AUDRY,GEMBERLING,0,56
1021,SHALA,HLAVAC,0,75
1022,TOSHIA,SANDRA,0,69
1023,QUINCY,DIFALCO,1,99
1024,ENRIQUETA,DILLABOUGH,0,77
1025,LON,JERSEY,1,66
1026,KRIS,HOECKER,1,19
1027,ARMANDA,DETERLINE,0,20
1028,KRIS,VANDERWERF,1,22
1029,GUADALUPE,GILSON,1,97
1030,NORBERT,MALEN,1,43
1031,FRANCESCO,BERES,1,70
1032,NUMBERS,HUSKI,1,78
1033,LARONDA,LEETE,0,61
1034,LIZZIE,JUDA,0,96
1035,LANNIE,LENHOFF,0,19
1036,CHARA,SPAULDING,0,48
1037,EUN,HETZEL,0,36
1038,ALEX,BRODERSEN,0,27
1039,BRIANNA,HEICHEL,0,32
1040,LEILANI,DARUSZKA,0,52
1041,RUTHANNE,NEWTON,0,49
1042,ROLANDE,SCHAUF,0,61
1043,CAMILLA,TIWALD,0,51
1044,ERIK,BEDEE,1,41
1045,REGENIA,DECHELLIS,0,34
1046,JEFFERSON,BOYE,1,79
1047,LEONEL,BEKIUS,1,72
1048,ABE,KOUNTER,1,33
1049,VICTOR,LAGERQUIST,1,31
1050,KAREEN,STABLEIN,0,43
1051,MATT,CODELUPPI,1,53
1052,REID,HUSS,1,65
1053,AHMAD,CLOSE,1,64
1054,AVERY,MCDORMAN,1,50
1055,ANTONE,KASZINSKI,1,43
1056,IMA,PIAO,0,41
1057,MATHEW,BOLDING,1,45
1058,KARMEN,BEGAN,0,91
1059,HAL,WEYAND,1,75
1060,SANTIAGO,OSTERHOUSE,1,64
1061,DANIAL,TEICH,1,36
1062,BEN,CASCIA,1,84
1063,LAURI,CASSEUS,0,50
1064,RODGER,SCHIMPF,1,22
1065,MAISIE,COLEE,0,41
1066,RUDOLPH,SCHLABAUGH,1,75
1067,CHASE,COYNER,1,57
1068,OPAL,BARAGER,0,74
1069,LARRY,ROHAL,0,88
1070,JORGE,NISHIHARA,1,58
1071,MARC,HEUETT,1,52
1072,DREW,COURTON,0,69
1073,GUSTAVO,RAHMANI,1,62
1074,MILAN,UNCH,1,30
1075,BONNY,UPSHAW,0,47
1076,ORVAL,HONSE,1,88
1077,TORY,AIELLO,0,91
1078,TEDDY,SLATKIN,1,38
1079,SHON,KIRBO,1,23
1080,HARRIS,REUHL,1,77
1081,KAYLEE,SHAMONSKY,0,18
1082,CORAL,UUTELA,0,76
1083,DARIUS,HIGSON,1,34
1084,CLAIR,STRIBLEY,1,44
1085,ELDEN,LAKE,1,30
1086,BONITA,MORFIN,0,71
1087,THERON,POLOVOY,1,90
1088,ELNORA,TOBIASSEN,0,80
1089,MINERVA,ZEIDERS,0,75
1090,JIMMY,RASE,0,54
1091,WALLACE,DAGEL,1,43
1092,COLBY,HESLEP,0,74
1093,STEFANI,TEEPE,0,90
1094,ALMEDA,STEINMAN,0,24
1095,JESSICA,CONNYER,0,86
1096,ARMANDINA,BRIMMAGE,0,47
1097,GERRY,MIHALIOS,1,83
1098,LIZABETH,PAGET,0,84
1099,MANUAL,CEPAS,1,46
1100,SANTO,MCLAIN,1,87
1101,PERLA,BARKE,0,95
1102,SYDNEY,MALTIE,0,52
1103,RANA,BINNS,0,39
1104,JACKLYN,STAMAND,0,31
1105,ESTELLE,DESANTOS,0,79
1106,RUFINA,TAGHON,0,25
1107,DANNY,BROERMANN,1,25
1108,IRWIN,OHNSTAD,1,39
1109,GARRET,DEFILIPPO,1,41
1110,MICHAELE,STRAZZULLO,0,74
1111,ANTON,MAROHL,1,72
1112,AURORE,TREDO,0,46
1113,LIANA,MORSE,0,92
1114,LUCAS,VALLOW,1,62
1115,BOYD,BIRKS,1,47
1116,SHONDRA,POORT,0,89
1117,CHANTAY,GSELL,0,18
1118,HOWARD,HELSON,1,96
1119,NOLAN,HEYEN,1,58
1120,PASQUALE,DRILLING,1,49
1121,COLE,CHA,1,99
1122,ELIDIA,INOUE,0,22
1123,WILHELMINA,DEVIER,0,69
1124,DOROTHEA,BOYNES,0,48
1125,MAURICE,SIMKIN,1,78
1126,JENINE,HARPIN,0,59
1127,GREG,GRABARCZYK,1,92
1128,RENITA,ISABEL,0,87
1129,KRAIG,MCKERLIE,1,39
1130,JANAY,ERBEN,0,43
1131,CLAUDE,PARDE,1,20
1132,STEPHAN,LAUBER,1,85
1133,ROSENDO,LONGWITH,1,18
1134,REGGIE,TRITZ,1,23
1135,MILFORD,CONDIT,1,99
1136,SADIE,TROJILLO,0,44
1137,ANDREE,ROMANOWSKI,0,31
1138,LAQUITA,MILLHOUSE,0,35
1139,LATICIA,EMONS,0,99
1140,GENA,OLTEN,0,81
1141,LENORE,CIPOLONE,0,81
1142,ODA,GUMMER,0,61
1143,BARABARA,ODIORNE,0,22
1144,KLARA,VONALLMEN,0,85
1145,ONA,MARRONE,0,86
1146,ROSEANNA,CALLERY,0,48
1147,LOGAN,ELVIRA,0,55
1148,DAMON,MANA,1,38
1149,DAVIDA,RAMJAN,0,62
1150,HOBERT,WINWARD,1,57
1151,DANNIE,DAVIGNON,1,21
1152,LUCINA,KUSTERER,0,31
1153,BARRY,CLUKIES,1,95
1154,ALEXANDER,ABETRANI,1,18
1155,LENNA,LUCCHESE,0,70
1156,VAL,BERNT,1,58
1157,KRISTINA,TENERY,0,63
1158,FIDELA,RIOGAS,0,54
1159,BENEDICT,SCHWAB,1,99
1160,RAMONITA,DICKERSON,0,30
1161,JERRY,BALBONI,1,54
1162,RUPERT,RUESSWICK,1,38
1163,GUILLERMINA,FLETT,0,74
1164,PHYLISS,PALMO,0,34
1165,ENOCH,REYNOZA,1,91
1166,MOSHE,BOOKARD,1,84
1167,QUINTIN,MACCINI,1,34
1168,BRET,SCHENZ,1,78
1169,GERI,GOLDKAMP,0,49
1170,DARCEY,MOIR,0,95
1171,SHIRLEY,NEDMAN,1,72
1172,BEN,PORCO,1,60
1173,SANDY,DOBY,0,82
1174,ISAAC,CAPPELLINI,1,68
1175,MARINA,TORRISI,0,60
1176,SHERYL,MORITZ,0,38
1177,COURTNEY,AKSOY,1,91
1178,FREDRIC,MAINER,1,48
1179,SARITA,PECO,0,78
1180,SHAN,WIST,0,45
1181,HARRISON,PROFANCIK,1,28
1182,SILAS,FENDERSON,1,81
1183,ISELA,KETTENRING,0,94
1184,TONISHA,ZERKO,0,64
1185,ELIJAH,SMIDDY,1,85
1186,ILDA,SWEETON,0,53
1187,BLANCHE,BROCKNEY,0,64
1188,FLORENCIO,STANO,1,47
1189,SHALON,STREICHER,0,32
1190,ELMER,AMBAGIS,1,63
1191,MOHAMED,SWARTZELL,1,49
1192,MIQUEL,PLATO,1,76
1193,INOCENCIA,KRYSTEK,0,83
1194,LISHA,HARFORD,0,40
1195,AUGUSTA,REITER,0,34
1196,ALEISHA,AULTMAN,0,32
1197,DEMETRIUS,BREY,1,19
1198,CAYLA,MELLINGER,0,26
1199,HYMAN,CHISEM,1,41
1200,VINCENZA,DEMYAN,0,37
1201,ROSS,SOULA,1,74
1202,MINNA,CAUDELL,0,54
1203,INGE,BUQUO,0,18
1204,JACQUILINE,OVEROCKER,0,30
1205,RAYMONDE,APPLEBURY,0,96
1206,CHUCK,ROOKWOOD,1,57
1207,RACHEL,ESPER,0,63
1208,BARRY,STOFFLET,1,59
1209,AMBROSE,WINSOR,1,62
1210,ERINN,GOJMERAC,0,91
1211,NILSA,BOGAN,0,42
1212,JACKSON,LAYCOCK,1,18
1213,MYRTLE,PORTER,0,42
1214,DARIUS,BIRRITTELLA,1,73
1215,ROCHELL,KINSER,0,82
1216,WINSTON,MURPHEY,1,63
1217,KENTON,SCHNEIDERS,1,81
1218,LAUREEN,ANDREADIS,0,65
1219,PHILOMENA,SCIASCIA,0,22
1220,KATHARINE,GRAICHEN,0,55
1221,JANETT,DINGELL,0,94
1222,JONATHAN,GASTELLO,1,34
1223,JAMAR,KOZOLA,1,20
1224,GAVIN,HINZ,1,37
1225,AKIKO,JARQUIN,0,95
1226,JONG,BACHERT,0,54
1227,REYES,CAUSEY,1,59
1228,GORDON,BRIMM,1,94
1229,LIBBIE,HAUSLEIN,0,76
1230,EDDY,FEENAN,1,56
1231,HORTENCIA,JENNINGS,0,44
1232,LORENZO,OBESO,1,95
1233,IONA,SWOYER,0,55
1234,FRANKLYN,DEWULF,1,94
1235,MARVIS,KEDLEY,0,61
1236,BILLY,ALGEO,1,75
1237,MERLE,IMADA,1,72
1238,NANCI,GARDNER,0,23
1239,DEEDRA,CONROW,0,85
1240,TORY,HOLLNER,1,88
1241,HOLLIS,BERANEK,1,29
1242,VIRGILIO,MAGE,1,54
1243,TONY,PANEBIANCO,1,60
1244,TYLER,WHITLING,1,69
1245,GISELE,MCNINCH,0,48
1246,NATHAN,STRACK,1,62
1247,VINCE,RENE,1,46
1248,DONNELL,CECH,1,77
1249,GLADYS,COURTEAU,0,46
1250,KRISTIE,BOCKLUND,0,44
1251,MILFORD,LUCIA,1,72
1252,ABDUL,STUSSE,1,50
1253,CHERRYL,PICCIONE,0,32
1254,ERICH,VANDAGRIFF,1,45
1255,JESS,MODERO,1,63
1256,TAMI,RAFALA,0,61
1257,GENE,WIDDER,0,31
1258,ALTA,TRABUE,0,39
1259,LAURINE,GRAVIS,0,21
1260,CARMELLA,MASHACK,0,32
1261,JESUS,SHEFFEY,1,96
1262,SUZETTE,CASEMAN,0,94
1263,BRODERICK,PALACIOUS,1,20
1264,GIUSEPPINA,YARNALL,0,65
1265,TRISTA,NUNGESSER,0,90
1266,AUGUST,KLUKAN,1,45
1267,TEDDY,EMBERGER,1,99
1268,LYLE,RUDNITSKI,1,79
1269,LES,MONTONDO,1,77
1270,ROBERT,OK,1,62
1271,BRENDAN,RIGO,1,34
1272,JANITA,VONDERKELL,0,91
1273,JERROD,GOLDWYN,1,74
1274,ARLEEN,KIRK,0,87
1275,SALLEY,KOSSACK,0,71
1276,ETHAN,AHARONOF,1,74
1277,JOSHUA,KAESTNER,1,34
1278,TOSHA,KROC,0,72
1279,PHYLIS,ISGRO,0,74
1280,CHANCE,VANBLARCOM,1,86
1281,SON,PINELL,1,47
1282,SHELDON,STRISSEL,1,85
1283,GRAHAM,CIENEGA,1,62
1284,GRANT,DENZIN,1,40
1285,THEDA,ENOS,0,30
1286,ANDERSON,STUCKER,1,51
1287,MARIO,TELLY,0,56
1288,ELISABETH,TIDRINGTON,0,58
1289,VERLENE,SCHAFERSMAN,0,52
1290,WERNER,QUERIO,1,97
1291,MICHALE,GRIFFEL,1,68
1292,EDWARDO,WEINBERG,1,95
1293,DYLAN,MANYGOATS,1,36
1294,PALMER,CASTELL,1,61
1295,REMA,CAMPOLONGO,0,32
1296,MILA,AUGHTMAN,0,25
1297,RONI,PUIG,0,92
1298,CRISTA,LIPPS,0,26
1299,SHELLI,GRYDER,0,33
1300,DEBBRA,KARBAN,0,77
1301,RICHARD,HAMMERSTEIN,0,46
1302,NOBLE,STRUCKHOFF,1,60
1303,BLAKE,BURRESON,1,36
1304,VAN,NICOLET,1,71
1305,BRITT,CALES,1,86
1306,ROMAN,PRESTAGE,1,70
1307,LYNNE,SARIN,0,81
1308,ALBERTHA,RHONDES,0,82
1309,XAVIER,SIEMINSKI,1,33
1310,MANA,EWERT,0,21
1311,BERRY,ISAGBA,1,68
1312,SHELBY,KEENAN,1,60
1313,BERT,THAIN,1,94
1314,HERBERT,HIGGIN,1,67
1315,SAU,TWICHELL,0,51
1316,JONNIE,NOLT,0,21
1317,LORETA,NEILSON,0,29
1318,HAI,BURSIK,1,77
1319,GINNY,GRANDMAISON,0,73
1320,KRIS,SALVESEN,0,53
1321,JENAE,MISTROT,0,50
1322,KARI,MEILE,0,24
1323,LYLE,KATS,1,46
1324,KEN,PLAKKE,1,72
1325,SEAN,JENISON,1,75
1326,ELENE,CHAFETZ,0,31
1327,MCKINLEY,MEETER,1,21
1328,JAMMIE,THURINGER,0,60
1329,TEREASA,UTZIG,0,54
1330,STEVEN,KENNIE,1,45
1331,LEANDRO,SOMILLEDA,1,23
1332,DIONE,IVERSEN,0,66
1333,ISREAL,FISCH,1,52
1334,DYLAN,VUOSO,1,47
1335,BRADFORD,DEETS,1,67
1336,SHAVON,YONKER,0,24
1337,SALVATORE,RANKS,1,30
1338,SHENNA,MILDENHALL,0,82
1339,ED,NOY,1,90
1340,REBEKAH,LARA,0,81
1341,TERRELL,PULLIS,1,69
1342,SHANNA,CAFFERKY,0,37
1343,LAKEISHA,PALEY,0,48
1344,ETHAN,CILENTO,1,33
1345,CONRAD,PHELTS,1,87
1346,DENIS,JOYNES,1,75
1347,IOLA,CASHDOLLAR,0,80
1348,COLEMAN,SEVERTSON,1,50
1349,DANITA,IRONHORSE,0,77
1350,KARYL,SOZZI,0,93
1351,REMEDIOS,MCQUARY,0,37
1352,TYRA,CALDERO,0,64
1353,ALFREDO,CROWNOVER,1,91
1354,JAMAR,NYE,1,36
1355,JOSEPHINA,DUPATY,0,99
1356,ALEX,RYMER,1,56
1357,CARL,TOURTELOTTE,1,73
1358,RICKIE,CODELUPPI,1,72
1359,NENITA,DALLEN,0,42
1360,DOYLE,ARDD,1,19
1361,JEREMIAH,MARTINO,1,80
1362,RUTHANNE,WIETZEL,0,31
1363,ELVIN,EDDLEMON,1,21
1364,OSVALDO,JOLY,1,76
1365,AHMED,RIPSON,1,95
1366,TOMOKO,CRONER,0,90
1367,WALTON,SWEFFORD,1,35
1368,YULANDA,KROG,0,70
1369,DION,HENRICKSEN,1,68
1370,PHUONG,SINEATH,0,66
1371,ALEISHA,TENEYCK,0,47
1372,NENITA,LEET,0,36
1373,PAULA,GOODEMOTE,0,37
1374,HYMAN,TIRINO,1,75
1375,FLETCHER,KINABREW,1,62
1376,SANJUANITA,KREBSBACH,0,49
1377,YESENIA,KOFMAN,0,25
1378,DARELL,PORTALATIN,1,36
1379,DALENE,HORROCKS,0,44
1380,MARYALICE,WERLEY,0,70
1381,CAROL,LORQUET,1,59
1382,ADRIENNE,DEROSIA,0,78
1383,SOPHIE,DANNI,0,42
1384,PARIS,STATLER,0,87
1385,CINDIE,GOERTZ,0,62
1386,JOSELYN,SELDERS,0,31
1387,LYNWOOD,SCHNICK,1,56
1388,BERNITA,RUNKLE,0,84
1389,LEROY,LABRECK,1,34
1390,OLIVA,ROME,0,29
1391,KEELEY,GULLOTTA,0,18
1392,DENNIS,GIERUT,1,43
1393,NEDA,OCONOR,0,37
1394,MERCEDEZ,PECHAR,0,45
1395,KORY,BECERA,1,67
1396,RUBIN,MAERTZ,1,97
1397,GERMAINE,JOHNSON,0,81
1398,STASIA,GOSHAY,0,37
1399,PAOLA,LINDO,0,25
1400,YOLONDA,MACCOLL,0,37
1401,SIDNEY,MENGARELLI,1,52
1402,NORMAND,BURNWORTH,1,86
1403,FREDRIC,LUDOVICO,1,66
1404,SON,ASKIEW,1,27
1405,JEFFERY,LUKIN,1,92
1406,BETHEL,ILARIA,0,26
1407,TAMMI,SKEMP,0,40
1408,AGUSTINA,TUEL,0,25
1409,JAMEY,ENGLEMAN,1,72
1410,LYLE,RUDIGER,1,21
1411,YVETTE,WETHERILL,0,84
1412,IRA,FEIBUSCH,1,22
1413,BRANT,STIER,1,88
1414,ELADIA,FREELAND,0,18
1415,JAYMIE,DUGRE,0,52
1416,EDDY,WANOUS,1,95
1417,JOSHUA,SATCHEL,1,63
1418,EDMUND,PALLAN,1,25
1419,BLAKE,KIRT,1,66
1420,LUCIEN,LYNNE,1,32
1421,KIMBERLEY,BURGESS,0,20
1422,COLIN,TOWLEY,1,64
1423,LEATHA,YAZZI,0,99
1424,LEIF,BLACKSTAD,1,29
1425,TAMMARA,DEBOIS,0,44
1426,COLBY,NEGRISOR,1,24
1427,RUDOLPH,DEFRANK,1,29
1428,HANS,BUIE,1,27
1429,RANDI,CRESPI,0,67
1430,EZEQUIEL,MESSAMORE,1,22
1431,ELLSWORTH,SZOKA,1,91
1432,MORGAN,CELSO,1,49
1433,JEROMY,EDMOND,1,91
1434,GRICELDA,CHERNICK,0,37
1435,RYAN,CARA,1,87
1436,CRUZ,PASTO,1,80
1437,MALINDA,SHAREEF,0,81
1438,JAMISON,HUMBURG,1,29
1439,REUBEN,GIRONE,1,72
1440,CEDRIC,GRANBOIS,1,66
1441,DENIS,GOBBO,1,75
1442,JAN,LEGACE,1,80
1443,VELLA,TRONCOSO,0,85
1444,LINN,PLUEMER,0,44
1445,PEDRO,RONDINELLI,1,24
1446,AMBROSE,CULLY,1,96
1447,RUSSELL,FICKLING,0,19
1448,LADY,CICIORA,0,62
1449,DAVE,CARIELLO,1,97
1450,HARLAN,MARANTE,1,30
1451,LUCIEN,BAXTOR,1,27
1452,RASHAD,TUFFEY,1,38
1453,CHARLIE,AMERINE,1,81
1454,MELINA,HERLING,0,63
1455,JAMAR,HIGANEDA,1,42
1456,ERIN,ROHANNA,1,40
1457,MILLARD,SOILEAU,1,71
1458,CLAIR,VANSCOTER,1,36
1459,AILENE,NERY,0,19
1460,DANIKA,SZOT,0,54
1461,LYNWOOD,MCCOLLISTER,1,32
1462,HERMINA,AYOUB,0,84
1463,ALFONZO,BRUDNICKI,1,57
1464,NIGEL,POWLES,1,68
1465,CONCEPCION,RUFI,0,89
1466,KASANDRA,PINKARD,0,28
1467,STEFAN,DERFUS,1,54
1468,YEE,KACZOROWSKI,0,19
1469,SHANTEL,DUNNAHOO,0,58
1470,CARLEE,DUFFIELD,0,51
1471,ARMIDA,CAZENAVE,0,55
1472,PAULETTE,NOTHUM,0,47
1473,SHARI,JERNEJCIC,0,79
1474,CHET,VANDERHOEF,1,20
1475,MARCIA,REUER,0,25
1476,CLORINDA,PULLON,0,42
1477,CLEMENTINE,HUFFSTUTTER,0,77
1478,JENNINE,DESFORGES,0,79
1479,JANETT,BIGOS,0,25
1480,GEOFFREY,PANOZZO,1,92
1481,SUSY,DUTT,0,19
1482,DOUG,BURSON,1,44
1483,INOCENCIA,TRAYER,0,20
